"trial_type","trial_index","time_elapsed","rt","exp_condition","grain","mov_name","response","subid","recall_time","condition","movName"
"typing-period",34,1027349,"1470387.3000004292","continuous","c","iron","the man did not like the weight reading and took it apart and fixed the scale. He then took his wieght again",43318,"2554","Uninterrupted","3Iron"
"typing-period",36,1044502,"430237.7999994457","continuous","c","iron","the man also took apart a clock when he entered the next home ",43318,"2317.5","Uninterrupted","3Iron"
"typing-period",38,1062297,"995475.6999992132","continuous","c","iron","when he entered the second home there was a girl there that avoided him for most of the night ",43318,"787.8000000119209","Uninterrupted","3Iron"
"typing-period",40,1079217,"833470.7000003457","continuous","c","iron","the man made breakfest for the girl and used some rice from the rice cooker",43318,"444","Uninterrupted","3Iron"
"typing-period",42,1105854,"1407530.8999991715","continuous","c","iron","the man took photos at the first house he was at and another photo with the weird painting of a girl",43318,"532.5","Uninterrupted","3Iron"
"typing-period",44,1124062,"831994.9999988377","continuous","c","iron","both the man and girl took a photo with boxing gloves at the last house ",43318,"488.09999999403954","Uninterrupted","3Iron"
"typing-period",46,1141309,"705287.4999990165","continuous","c","iron","the girl had the man cut her hair and she then styled it before taking a photo",43318,"500.2000000178814","Uninterrupted","3Iron"
"typing-period",48,1158741,"805822.3999992907","continuous","c","iron","the man took apart a stereo and messed around with its inner mechanisms",43318,"548.0999999940395","Uninterrupted","3Iron"
"typing-period",50,1172386,"501381.40000092983","continuous","c","iron","the man left the first house once the family that lived there showed up",43318,"636.8000000119209","Uninterrupted","3Iron"
"typing-period",52,1198158,"1274402.0000011623","continuous","c","iron","there were these takeout signs (?) on the front door knobs for the first two houses ",43318,"408","Uninterrupted","3Iron"
"typing-period",54,1215293,"652148.6999991834","continuous","c","iron","the man uses alot of shampoo while showering at the first house ",43318,"770.9000000059605","Uninterrupted","3Iron"
"typing-period",56,1226945,"353184.10000011325","continuous","c","iron","the girl seemed to be crying while in the bath",43318,"588.0999999940395","Uninterrupted","3Iron"
"typing-period",58,1232753,"97954.0999995172","continuous","c","iron","the man picked out the girls outfit",43318,"336.60000002384186","Uninterrupted","3Iron"
"typing-period",60,1247077,"518180.8999992311","continuous","c","iron","the man tied a golf ball to a tree and practiced swinging",43318,"295.90000000596046","Uninterrupted","3Iron"
"typing-period",62,1260225,"434319.0999996066","continuous","c","iron","one passerby got scared he almost got hit by a golf ball",43318,"488.59999999403954","Uninterrupted","3Iron"
"typing-period",64,1278894,"786715.1999990642","continuous","c","iron","in the house with the camera system, there was another girl that stopped by",43318,"231.90000000596046","Uninterrupted","3Iron"
"typing-period",66,1293002,"381972.2000001073","continuous","c","iron","the guy travels  everywhere using the motorcycle",43318,"679.9000000059605","Uninterrupted","3Iron"
"typing-period",68,1302118,"135011.19999992847","continuous","c","iron","he eats a lot of rice",43318,"1383.800000011921","Uninterrupted","3Iron"
"typing-period",70,1302156,"null","continuous","c","iron","",43318,"null","Uninterrupted","3Iron"
"typing-period",81,1906205,"792770.9999996424","continuous","c","corn","the man gave the soldiers an awkward nod when they drove by on their boat",43318,"1858.800000011921","Uninterrupted","Corn"
"typing-period",83,1924817,"709861.8000007272","continuous","c","corn","the girl balances on a piece of wood when she first arrives to the small piece of land",43318,"504.40000000596046","Uninterrupted","Corn"
"typing-period",85,1941029,"769031.0000009835","continuous","c","corn","the old man starts a fire for the night and the girl and him stay around it",43318,"416.09999999403954","Uninterrupted","Corn"
"typing-period",87,1960425,"1037600.4999994636","continuous","c","corn","the girl brought food both the both of them to eat and she drank some water from the jug directly",43318,"654","Uninterrupted","Corn"
"typing-period",89,1981957,"1292941.7000013888","continuous","c","corn","the old man first arrived to the island alone via boat and then brought the girl the following day",43318,"424","Uninterrupted","Corn"
"typing-period",91,2000953,"994906.6000000238","continuous","c","corn","the man used this piece of metal on a string to check if he placed the beams vertically on the land ",43318,"447.90000000596046","Uninterrupted","Corn"
"typing-period",93,2037072,"3225526.800001085","continuous","c","corn","they used straw to build the roof of  the shack, the man brought mutliple stacks of straw at once and the girl brought one stack at a time",43318,"380.19999998807907","Uninterrupted","Corn"
"typing-period",95,2064692,"2005930.0999982953","continuous","c","corn","the man used a ladder to access the top of the shack and there was a small hole in the shack to accomadate the ladder",43318,"567.6000000238419","Uninterrupted","Corn"
"typing-period",97,2093216,"1705369.5999998748","continuous","c","corn","the girl and the man lay under the frame structure of the shack ",43318,"556.0999999940395","Uninterrupted","Corn"
"typing-period",99,2112449,"967712.1000009477","continuous","c","corn","the girl looks off into the mist when she went to the water to wash her legs ",43318,"688.1999999880791","Uninterrupted","Corn"
"typing-period",101,2128104,"662933.0999987125","continuous","c","corn","the man put his tools in the shack before locking up and leaving with the girl ",43318,"519.7000000178814","Uninterrupted","Corn"
"typing-period",103,2155041,"1485893.2000010908","continuous","c","corn","the old man first started the shack using a few beams to make the skeleton of it ",43318,"507.80000001192093","Uninterrupted","Corn"
"typing-period",105,2184937,"1980714.3000013232","continuous","c","corn","the girl had mutiple different foods for the both of them to eat. she split cheese into two and shared",43318,"316.19999998807907","Uninterrupted","Corn"
"typing-period",34,994958,"9223.000000000233","continuous","c","iron","cleaning",46900,"2764.9999999998836","Uninterrupted","3Iron"
"typing-period",36,1001087,"48424.000000000466","continuous","c","iron","picking up clothes",46900,"1327","Uninterrupted","3Iron"
"typing-period",38,1004430,"18523.999999998952","continuous","c","iron","fixing things",46900,"1157.9999999998836","Uninterrupted","3Iron"
"typing-period",40,1009238,"25790.99999999872","continuous","c","iron","scrubbing floor",46900,"1895","Uninterrupted","3Iron"
"typing-period",42,1015653,"56741.00000000023","continuous","c","iron","wife scrubbing floor",46900,"2047","Uninterrupted","3Iron"
"typing-period",44,1027309,"244184.00000000012","continuous","c","iron","taking pictures",46900,"1383.0000000001164","Uninterrupted","3Iron"
"typing-period",46,1056323,"1350169.0000000019","continuous","c","iron","fixing weight scale with screwdriver",46900,"984","Uninterrupted","3Iron"
"typing-period",48,1064675,"100730.00000000023","continuous","c","iron","fixing clock with screwdriver",46900,"1806.0000000002328","Uninterrupted","3Iron"
"typing-period",50,1078515,"265159.00000000163","continuous","c","iron","fixing cd/cassette player with screwdriver",46900,"1734","Uninterrupted","3Iron"
"typing-period",52,1082074,"27855.000000000466","continuous","c","iron","cutting hair",46900,"566.0000000002328","Uninterrupted","3Iron"
"typing-period",54,1092241,"159968.00000000023","continuous","c","iron","picture in front of boxer/fighter",46900,"792","Uninterrupted","3Iron"
"typing-period",56,1100138,"87362.00000000047","continuous","c","iron","cooking rice in rice cooker",46900,"2696","Uninterrupted","3Iron"
"typing-period",58,1119489,"276135.00000000023","continuous","c","iron","spraying plants with water bottle",46900,"7830.999999999767","Uninterrupted","3Iron"
"typing-period",60,1145230,"206011.0000000014","continuous","c","iron","cutting picture into squares and rearranging",46900,"15941","Uninterrupted","3Iron"
"typing-period",62,1290555,"null","continuous","c","iron","",46900,"null","Uninterrupted","3Iron"
"typing-period",73,1910650,"32972.0000000007","continuous","c","corn","building a house",46900,"5716","Uninterrupted","Corn"
"typing-period",75,1919601,"114898.00000000093","continuous","c","corn","collecting wood",46900,"2494","Uninterrupted","Corn"
"typing-period",77,1922600,"15006.000000000233","continuous","c","corn","sawing wood",46900,"727","Uninterrupted","Corn"
"typing-period",79,1930088,"34593.00000000093","continuous","c","corn","collecting straw",46900,"3190","Uninterrupted","Corn"
"typing-period",81,1942445,"48627.99999999511","continuous","c","corn","collecting wooden planks",46900,"8628","Uninterrupted","Corn"
"typing-period",83,1947757,"46248.999999997206","continuous","c","corn","daughter appears?",46900,"1127","Uninterrupted","Corn"
"typing-period",85,1956744,"106771.00000000093","continuous","c","corn","rowing boat",46900,"694.9999999997672","Uninterrupted","Corn"
"typing-period",87,1966979,"109761.00000000116","continuous","c","corn","military float by",46900,"639","Uninterrupted","Corn"
"typing-period",89,1975091,"127066.00000000116","continuous","c","corn","nod to avoid confrontation",46900,"1319","Uninterrupted","Corn"
"typing-period",91,1981003,"57079.999999996275","continuous","c","corn","house is complete",46900,"1711","Uninterrupted","Corn"
"typing-period",93,1985571,"24998.000000000233","continuous","c","corn","row away",46900,"775","Uninterrupted","Corn"
"typing-period",95,2201767,"null","continuous","c","corn","",46900,"null","Uninterrupted","Corn"
"typing-period",34,1568940,"111078","continuous","f","corn","paddle on boat",47710,"841","Uninterrupted","Corn"
"typing-period",36,1573463,"27792.00000000093","continuous","f","corn","pick up girl",47710,"755","Uninterrupted","Corn"
"typing-period",38,1578433,"19729.0000000007","continuous","f","corn","take out wood",47710,"2284","Uninterrupted","Corn"
"typing-period",40,1583710,"33226.000000000466","continuous","f","corn","dig into sand",47710,"2139","Uninterrupted","Corn"
"typing-period",42,1592565,"93518.0000000007","continuous","f","corn","watch soldiers approah",47710,"1819","Uninterrupted","Corn"
"typing-period",44,1601430,"89531.00000000093","continuous","f","corn","girl helps build",47710,"753","Uninterrupted","Corn"
"typing-period",46,1606259,"44392","continuous","f","corn","starting fire",47710,"622","Uninterrupted","Corn"
"typing-period",48,1613331,"78418.0000000007","continuous","f","corn","girl looks up",47710,"524","Uninterrupted","Corn"
"typing-period",50,1624610,"203408.00000000116","continuous","f","corn","man lines up the wood",47710,"725","Uninterrupted","Corn"
"typing-period",52,1631703,"72384.00000000047","continuous","f","corn","man parks boat",47710,"634","Uninterrupted","Corn"
"typing-period",54,1635736,"39210.0000000007","continuous","f","corn","man jumps out of boat",47710,"720","Uninterrupted","Corn"
"typing-period",56,1636774,"280","continuous","f","corn","",47710,"757","Uninterrupted","Corn"
"typing-period",58,1644963,"43464.00000000186","continuous","f","corn","man tosses wood",47710,"2364","Uninterrupted","Corn"
"typing-period",60,1671711,"496518.00000000047","continuous","f","corn"," they finish house",47710,"643","Uninterrupted","Corn"
"typing-period",62,1676981,"35457.00000000023","continuous","f","corn","man breakd ground",47710,"1539","Uninterrupted","Corn"
"typing-period",64,1682902,"58885.0000000007","continuous","f","corn","man walks with log",47710,"516.0000000002328","Uninterrupted","Corn"
"typing-period",66,1741916,"1560443.9999999944","continuous","f","corn"," man hammered down wood",47710,"719","Uninterrupted","Corn"
"typing-period",68,1749667,"89629","continuous","f","corn","man wiped brow",47710,"617","Uninterrupted","Corn"
"typing-period",70,1759542,"133650.00000000047","continuous","f","corn","girl ate chicken",47710,"654","Uninterrupted","Corn"
"typing-period",72,1763830,"24930.000000000233","continuous","f","corn","man ate chicken",47710,"1410","Uninterrupted","Corn"
"typing-period",74,1773824,"197602.00000000047","continuous","f","corn","soldiers drove boat by",47710,"482","Uninterrupted","Corn"
"typing-period",76,1781697,"121266.00000000047","continuous","f","corn","man gets out of boat",47710,"1071.9999999997672","Uninterrupted","Corn"
"typing-period",78,1786139,"53398.000000000466","continuous","f","corn","girl gets out of boat",47710,"506","Uninterrupted","Corn"
"typing-period",80,1837075,"640759.0000000005","continuous","f","corn","bulding fire",47710,"442","Uninterrupted","Corn"
"typing-period",82,1848791,"164560.9999999965","continuous","f","corn","laying out wood",47710,"528","Uninterrupted","Corn"
"typing-period",84,1859622,"null","continuous","f","corn","",47710,"502","Uninterrupted","Corn"
"typing-period",95,2474380,"89307.0000000014","continuous","f","iron","man on bike",47710,"1718","Uninterrupted","3Iron"
"typing-period",97,2479012,"32635.00000000093","continuous","f","iron","girl joins on bike",47710,"1765","Uninterrupted","3Iron"
"typing-period",99,2482611,"16400.000000001397","continuous","f","iron","biking around",47710,"1675","Uninterrupted","3Iron"
"typing-period",101,2489431,"118853.00000000233","continuous","f","iron","takes off helmet",47710,"567","Uninterrupted","3Iron"
"typing-period",103,2497709,"118628.0000000014","continuous","f","iron","checks car bag thing",47710,"673","Uninterrupted","3Iron"
"typing-period",105,2512904,"291849.0000000028","continuous","f","iron","closes scooter trunk",47710,"771","Uninterrupted","3Iron"
"typing-period",107,2518469,"34770.999999993015","continuous","f","iron","man investigates",47710,"2201","Uninterrupted","3Iron"
"typing-period",109,2525818,"96452.99999998743","continuous","f","iron","man scrubs bathroom floor",47710,"1377","Uninterrupted","3Iron"
"typing-period",111,2533166,"82115","continuous","f","iron","man explores house",47710,"1404","Uninterrupted","3Iron"
"typing-period",113,2539619,"90647.00000000093","continuous","f","iron","man explores enouther house",47710,"920","Uninterrupted","3Iron"
"typing-period",115,2581362,"1192668.000000001","continuous","f","iron","girl shows off bruises",47710,"692","Uninterrupted","3Iron"
"typing-period",117,2586162,"39472.0000000014","continuous","f","iron","man helps with bruises",47710,"748","Uninterrupted","3Iron"
"typing-period",119,2589960,"29424.000000000466","continuous","f","iron","woman watches",47710,"726","Uninterrupted","3Iron"
"typing-period",121,2595180,"41735.999999992084","continuous","f","iron","they eat soup",47710,"1378.0000000004657","Uninterrupted","3Iron"
"typing-period",123,2669324,"1294599.0000000005","continuous","f","iron"," man takes a bath",47710,"473","Uninterrupted","3Iron"
"typing-period",125,2676355,"87993.0000000014","continuous","f","iron","man opens cabinets",47710,"531","Uninterrupted","3Iron"
"typing-period",127,2695258,"452248.0000000023","continuous","f","iron","wooman comes out of hiding",47710,"661","Uninterrupted","3Iron"
"typing-period",129,2702786,"102576.00000000186","continuous","f","iron","man checks out doorways",47710,"558","Uninterrupted","3Iron"
"typing-period",131,2745148,"519015.00000000093","continuous","f","iron","woman smiled",47710,"1196","Uninterrupted","3Iron"
"typing-period",133,2749169,"33927.999999993015","continuous","f","iron","man picked lock",47710,"602","Uninterrupted","3Iron"
"typing-period",135,2752806,"28363","continuous","f","iron","man went inside",47710,"797","Uninterrupted","3Iron"
"typing-period",137,2757856,"49726.00000000093","continuous","f","iron","man climbed stairs",47710,"705","Uninterrupted","3Iron"
"typing-period",139,2761466,"26828.00000000093","continuous","f","iron","man opened door",47710,"458.99999999953434","Uninterrupted","3Iron"
"typing-period",141,2765576,"null","continuous","f","iron","",47710,"639","Uninterrupted","3Iron"
"typing-period",38,1020913,"186903.7000001669","continuous","f","corn","man rowing to island",48334,"6356.20000000298","Uninterrupted","Corn"
"typing-period",40,1036697,"310460.5000003278","continuous","f","corn","girl washing legs in water",48334,"3554.5999999940395","Uninterrupted","Corn"
"typing-period",42,1053898,"347484.30000016093","continuous","f","corn","man using weight to level poles",48334,"3970.4000000059605","Uninterrupted","Corn"
"typing-period",44,1073305,"288984.19999974966","continuous","f","corn","military men driving by in motor boat",48334,"6200.5","Uninterrupted","Corn"
"typing-period",46,1085569,"108427.4999999851","continuous","f","corn","girl and man eating food",48334,"4947.899999991059","Uninterrupted","Corn"
"typing-period",48,1100776,"287126.4000003338","continuous","f","corn","girl drinking and spilling water on chin",48334,"5057.29999999702","Uninterrupted","Corn"
"typing-period",50,1125485,"641356.1000005156","continuous","f","corn","girl and man getting straw for ceiling of home",48334,"5961","Uninterrupted","Corn"
"typing-period",52,1145510,"352737.80000017583","continuous","f","corn","girl and man sleeping under the shell of the house ",48334,"4982.70000000298","Uninterrupted","Corn"
"typing-period",54,1166593,"158875.19999998808","continuous","f","corn","girl and man warming up by the fire ",48334,"10676.89999999106","Uninterrupted","Corn"
"typing-period",56,1182097,"2843.4000000059605","continuous","f","corn","",48334,"12657","Uninterrupted","Corn"
"typing-period",58,1199830,"483382.00000038743","continuous","f","corn","girl and man leaving the island after the home is built ",48334,"2375.2000000029802","Uninterrupted","Corn"
"typing-period",60,1228394,"233223.19999974966","continuous","f","corn","girl removes scarf from head ",48334,"17901.39999999106","Uninterrupted","Corn"
"typing-period",62,1275384,"2179299.099999249","continuous","f","corn","girl assists man by holding the latter as he climbs on toward the roof of the home ",48334,"17229.79999999702","Uninterrupted","Corn"
"typing-period",64,1304665,"1454549.5999999642","continuous","f","corn","man and girl come back to home wwith more o",48334,"1913.2999999970198","Uninterrupted","Corn"
"typing-period",75,1928328,"54499.79999996722","continuous","f","iron","hair is cut",48334,"1839.6000000089407","Uninterrupted","3Iron"
"typing-period",77,1939535,"25689.899999946356","continuous","f","iron","man takes bath",48334,"6810.4000000059605","Uninterrupted","3Iron"
"typing-period",79,1947804,"28730.400000035763","continuous","f","iron","girl takes bath",48334,"2345","Uninterrupted","3Iron"
"typing-period",81,1968982,"129898.29999989271","continuous","f","iron","man takes photo of himself in home",48334,"11041.90000000596","Uninterrupted","3Iron"
"typing-period",83,1986665,"589416.2000001669","continuous","f","iron","girl notices man in home when he opens the closet",48334,"1751.699999988079","Uninterrupted","3Iron"
"typing-period",85,1995053,"35533.599999934435","continuous","f","iron","hair is cut",48334,"4527.600000008941","Uninterrupted","3Iron"
"typing-period",87,2012107,"301227.5000002533","continuous","f","iron","girl shows up on security camera",48334,"2346.0999999940395","Uninterrupted","3Iron"
"typing-period",89,2029744,"162125.999999851","continuous","f","iron","girl and guy go on motorcycle ",48334,"4511.5","Uninterrupted","3Iron"
"typing-period",91,2041567,"242806.9999998361","continuous","f","iron","guy hits golf ball attached to tree",48334,"819.7000000029802","Uninterrupted","3Iron"
"typing-period",93,2059940,"397041.5999996513","continuous","f","iron","guy picks out pink outfit for girl ",48334,"5290.100000008941","Uninterrupted","3Iron"
"typing-period",95,2065712,"1618.7000000029802","continuous","f","iron","",48334,"4150.5","Uninterrupted","3Iron"
"typing-period",97,2079913,"358510.39999981225","continuous","f","iron","guy seems family coming home through window",48334,"2385.7999999970198","Uninterrupted","3Iron"
"typing-period",99,2110808,"2092449.4999995977","continuous","f","iron","guy hands girl food then waters plant with spray bottle while looking lovingly at girl ",48334,"911.8999999910593","Uninterrupted","3Iron"
"typing-period",101,2118372,"744.6000000089407","continuous","f","iron","",48334,"6816.300000011921","Uninterrupted","3Iron"
"typing-period",103,2125925,"70306.29999996722","continuous","f","iron","guy chops peppers",48334,"1847.8999999910593","Uninterrupted","3Iron"
"typing-period",105,2146976,"347982.2000003457","continuous","f","iron","guy takes off take out menu from doors",48334,"6814.5","Uninterrupted","3Iron"
"typing-period",107,2195307,"3736540.1999994367","continuous","f","iron","photo of woman turns into disordered cubed segments of original photo",48334,"4736","Uninterrupted","3Iron"
"typing-period",109,2213124,"597876.6999999881","continuous","f","iron","girl stares at photo of naked woman on the wall",48334,"1437.300000011921","Uninterrupted","3Iron"
"typing-period",111,2219138,"null","continuous","f","iron","",48334,"null","Uninterrupted","3Iron"
"typing-period",28,1050643,"102862837.99995697","continuous","f","corn","the man rowed his boat through the water to get to this tiny island. he starts unloading all of his supplies onto the land one piece by one piece. the objects include tree trunks or logs and wood planks. he then leaves the island. the next clip shows him in the same little boat rowing but this time he is with a younger girl who may be his daughter of granddaughter. they exit the boat and she examines the mini island with the framed wood the man had already set up the day before. shen then assists the man in unloading more supplies from the boat. he starts up his construction once again and the girl hangs out by the water. a military boat then passes them and you can tell there is some sort of tension going on between the two parties. they continue to work on the house. ",49546,"1544.2000000476837","Uninterrupted","Corn"
"typing-period",30,1059982,"4753.600000023842","continuous","f","corn","",49546,"4582.400000095367","Uninterrupted","Corn"
"typing-period",32,1061779,"544.6000000238419","continuous","f","corn","",49546,"1251.2999999523163","Uninterrupted","Corn"
"typing-period",34,1131150,"null","continuous","f","corn","",49546,"null","Uninterrupted","Corn"
"typing-period",45,1999078,"150954734.59999967","continuous","f","iron","the man got off of his motorcycle and seemed to look a bit shady. he then got into an apartment. it was hard to tell whether he was supposed to be there or not (ie was he cleaning for the owners? is he the owner? does he know the owners?) it was very odd. the man then leaves the apartment building once he sees a family getting out of their cars. while he was in the apartment, he showered, cleaned, did laundry and even ate some of the food that was there. when he left, he rode his motorcycle to a different house and he also looked suspicious there. when he began walking around and looking around the house, a woman who had been beaten was hiding from him while he ate. it then seems like the two people knew each other in some capacity and they begin to do things around the house and outside together. the woman then cut her hair and they took pcitures otgether in front of a picture on the wall",49546,"1455.5","Uninterrupted","3Iron"
"typing-period",47,2002149,"1802.1000000238419","continuous","f","iron","",49546,"1267.0999999046326","Uninterrupted","3Iron"
"typing-period",49,2032820,"null","continuous","f","iron","",49546,"null","Uninterrupted","3Iron"
"typing-period",30,1017191,"48066984.899985075","continuous","f","corn","There was first 1 man who was paddling across the river with wooden planks. Then he unloaded the boat and started building a house. Then, a woman came with him to help him build the house. They unloaded more and started to attach the different wood pieces together. Then a boat with military people was nearby and the man had his head down. Then the man and woman ate lunch. Then they continued building and paddling back and forth to get materials. ",51184,"2255.600000023842","Uninterrupted","Corn"
"typing-period",32,1034197,"397667.7000017166","continuous","f","corn","It was also a very sunny day.",51184,"3596.7000000476837","Uninterrupted","Corn"
"typing-period",34,1158024,"null","continuous","f","corn","",51184,"null","Uninterrupted","Corn"
"typing-period",45,1812673,"353542.6999987364","continuous","f","iron","There was a man who drove a motorcycle. ",51184,"3102","Uninterrupted","3Iron"
"typing-period",47,1841677,"1850277.899999857","continuous","f","iron","Then he picked the lock to get inside the apartment",51184,"1146.1000000238419","Uninterrupted","3Iron"
"typing-period",49,1850249,"176459.89999878407","continuous","f","iron","Then he tries to find a woman. ",51184,"798.8999999761581","Uninterrupted","3Iron"
"typing-period",51,1856223,"68925.79999947548","continuous","f","iron","He takes a shower. ",51184,"1081.3999999761581","Uninterrupted","3Iron"
"typing-period",53,1862853,"75915.59999883175","continuous","f","iron","He fixes the scale. ",51184,"1512.5","Uninterrupted","3Iron"
"typing-period",55,1871121,"163477.40000200272","continuous","f","iron","Then he cooks for the woman.",51184,"767.1000000238419","Uninterrupted","3Iron"
"typing-period",57,1883031,"413583.7000038624","continuous","f","iron","Then he and the woman go outside to another apartment",51184,"753.5","Uninterrupted","3Iron"
"typing-period",59,1892076,"218371.10000240803","continuous","f","iron","The man fixes a radio and also a clock.",51184,"814","Uninterrupted","3Iron"
"typing-period",61,1904633,"363525.6999974251","continuous","f","iron","A woman rings the doorbell then goes away. ",51184,"674.6000000238419","Uninterrupted","3Iron"
"typing-period",63,1917492,"500559.5999982357","continuous","f","iron","he cooked for himself at the first apartment",51184,"1254.7999999523163","Uninterrupted","3Iron"
"typing-period",65,1933305,"759296.7000049353","continuous","f","iron","he watches the woman eat at the second apartment while he waters the plants.",51184,"784.6000000238419","Uninterrupted","3Iron"
"typing-period",67,1964106,"2771.899999976158","continuous","f","iron"," ",51184,"29092.899999976158","Uninterrupted","3Iron"
"typing-period",69,1971716,"167902.60000097752","continuous","f","iron"," he also gives the woman a haircut.",51184,"900.2999999523163","Uninterrupted","3Iron"
"typing-period",71,1978878,"99881.89999997616","continuous","f","iron","the woman also takes a shower.",51184,"1099.5999999046326","Uninterrupted","3Iron"
"typing-period",73,2006904,"1226965.300006032","continuous","f","iron","The woman was at first just watching the man in the first apartment. she also had  bruises on her face.",51184,"8369.800000071526","Uninterrupted","3Iron"
"typing-period",75,2095871,"null","continuous","f","iron","",51184,"null","Uninterrupted","3Iron"
"typing-period",32,941622,"348871.90000009537","continuous","f","iron","a man arrives to an apartment building on a motorcycle",51727,"2399.899999976158","Uninterrupted","3Iron"
"typing-period",34,955051,"575051.3999990225","continuous","f","iron","he takes off his helmet and grabs a backpack from the trunk",51727,"1294.8999999761581","Uninterrupted","3Iron"
"typing-period",36,967080,"287560.0000002384","continuous","f","iron","he goes up the stairs and picks the lock of an apartment",51727,"1742.5","Uninterrupted","3Iron"
"typing-period",38,981240,"340418.00000047684","continuous","f","iron","he took a shower",51727,"3011.099999964237","Uninterrupted","3Iron"
"typing-period",40,986893,"51200.69999957085","continuous","f","iron","he cooked himself food",51727,"1640.8999999761581","Uninterrupted","3Iron"
"typing-period",42,998273,"437051.3999991417","continuous","f","iron","once he saw a family arriving, he left and went to another house",51727,"1027.800000011921","Uninterrupted","3Iron"
"typing-period",44,1006837,"174869.1999989152","continuous","f","iron","there was a woman crying in one of the rooms",51727,"1346.800000011921","Uninterrupted","3Iron"
"typing-period",46,1015554,"196761.1000009179","continuous","f","iron","she looked like she had been beaten up ",51727,"670.9000000357628","Uninterrupted","3Iron"
"typing-period",48,1024371,"189937.99999952316","continuous","f","iron","he took a bath and cooked himself food",51727,"1535.5","Uninterrupted","3Iron"
"typing-period",50,1030937,"126226.00000059605","continuous","f","iron","the woman took a shower",51727,"722.4000000357628","Uninterrupted","3Iron"
"typing-period",52,1039930,"292448.60000014305","continuous","f","iron","he left clothes layed out for her to wear",51727,"418.80000001192093","Uninterrupted","3Iron"
"typing-period",54,1046108,"89741.19999986887","continuous","f","iron","she got on the back of the motorcycle",51727,"874","Uninterrupted","3Iron"
"typing-period",56,1051316,"56967.200000703335","continuous","f","iron","they went to another house ",51727,"662.1999999880791","Uninterrupted","3Iron"
"typing-period",58,1059068,"136995.30000007153","continuous","f","iron","he cooked her food and watered the plants",51727,"1865.2000000476837","Uninterrupted","3Iron"
"typing-period",60,1080258,"1276886.8999987245","continuous","f","iron","he/they took pictures with photographs at each of the homes",51727,"683.8999999761581","Uninterrupted","3Iron"
"typing-period",62,1091063,"186337.29999995232","continuous","f","iron","she handed him scissors and he cut her hair",51727,"3797","Uninterrupted","3Iron"
"typing-period",64,1097095,"69181.89999961853","continuous","f","iron","he took apart the scale",51727,"1213.2999999523163","Uninterrupted","3Iron"
"typing-period",66,1106309,"185266.20000123978","continuous","f","iron","he took apart/fixed the clock",51727,"644.6999999880791","Uninterrupted","3Iron"
"typing-period",68,1115703,"193485.39999884367","continuous","f","iron","he took apart/fixed the speaker",51727,"730.3999999761581","Uninterrupted","3Iron"
"typing-period",70,1137446,"35209.90000027418","continuous","f","iron","she wore a pink dress",51727,"16490.899999976158","Uninterrupted","3Iron"
"typing-period",72,1148381,"193528.400000453","continuous","f","iron","he played golf with a ball tied around a tree",51727,"3935.800000011921","Uninterrupted","3Iron"
"typing-period",74,1156410,"90254.70000004768","continuous","f","iron","she looked afraid the whole time",51727,"2966.800000011921","Uninterrupted","3Iron"
"typing-period",76,1172279,"584263.9999990463","continuous","f","iron","he took flyers off of every home he went into",51727,"2992.699999988079","Uninterrupted","3Iron"
"typing-period",78,1208524,"551901.7999996543","continuous","f","iron","they took a photo in front of a photograph of a man with boxing gloves",51727,"23086.19999998808","Uninterrupted","3Iron"
"typing-period",80,1221584,"87703.10000103712","continuous","f","iron","they traveled by motorcycle",51727,"7922.5","Uninterrupted","3Iron"
"typing-period",82,1228453,"null","continuous","f","iron","",51727,"null","Uninterrupted","3Iron"
"typing-period",93,1832414,"225734.79999941587","continuous","f","corn","the man was rowing on a boat  alone",51727,"816","Uninterrupted","Corn"
"typing-period",95,1843957,"302461.0000013709","continuous","f","corn","he arrived to a place with a white flag hanging on a pole",51727,"1002.1999999880791","Uninterrupted","Corn"
"typing-period",97,1850926,"100620.39999961853","continuous","f","corn","he started unloading the boat",51727,"1037.5","Uninterrupted","Corn"
"typing-period",99,1863312,"390485.60000157356","continuous","f","corn","he unloaded the wood and the tools",51727,"955.4000000357628","Uninterrupted","Corn"
"typing-period",101,1868648,"46646.700000822544","continuous","f","corn","he started building the hut",51727,"1853","Uninterrupted","Corn"
"typing-period",103,1876062,"166635.4999998808","continuous","f","corn","he left and came back with a young girl ",51727,"978.3000000119209","Uninterrupted","Corn"
"typing-period",105,1882106,"89888.70000088215","continuous","f","corn","the girl was holding a doll",51727,"514.8999999761581","Uninterrupted","Corn"
"typing-period",107,1889323,"142790.0999993086","continuous","f","corn","they unloaded more materials together",51727,"827.3000000119209","Uninterrupted","Corn"
"typing-period",109,1895820,"70610.69999963045","continuous","f","corn","she helped him build the hut",51727,"980.1999999880791","Uninterrupted","Corn"
"typing-period",111,1906620,"308549.80000013113","continuous","f","corn","she started eating food, and then he joined her",51727,"846.6999999880791","Uninterrupted","Corn"
"typing-period",113,1914675,"127405.09999907017","continuous","f","corn","he smiled when she drank from the jug ",51727,"2090.099999964237","Uninterrupted","Corn"
"typing-period",115,1925240,"215658.5999996662","continuous","f","corn","they used a wooden ladder to get to the roof",51727,"2801.5","Uninterrupted","Corn"
"typing-period",117,1933742,"134406.3000009656","continuous","f","corn","three military men on a boat drove by",51727,"1444.3999999761581","Uninterrupted","Corn"
